record_type,phase,component,pixel,row,col,x_um,y_um,value_nT,unit
B,pos-off,Bx,729,16,7,-53.33333333333333,6.666666666666671,2035.5934638596627,nT
B,pos-off,By,729,16,7,-53.33333333333333,6.666666666666671,1461.6397523437809,nT
B,pos-off,Bz,729,16,7,-53.33333333333333,6.666666666666671,2472.329941593937,nT
B,neg-off,Bx,729,16,7,-53.33333333333333,6.666666666666671,-1761.1053217915933,nT
B,neg-off,By,729,16,7,-53.33333333333333,6.666666666666671,-2539.2940871260284,nT
B,neg-off,Bz,729,16,7,-53.33333333333333,6.666666666666671,-3175.574515374041,nT
B,pos-off,Bx,696,16,8,-46.666666666666664,6.666666666666671,2845.633187484696,nT
B,pos-off,By,696,16,8,-46.666666666666664,6.666666666666671,3065.547731679608,nT
B,pos-off,Bz,696,16,8,-46.666666666666664,6.666666666666671,4295.617410107871,nT
B,neg-off,Bx,696,16,8,-46.666666666666664,6.666666666666671,-3441.2628000613363,nT
B,neg-off,By,696,16,8,-46.666666666666664,6.666666666666671,-6262.074278399623,nT
B,neg-off,Bz,696,16,8,-46.666666666666664,6.666666666666671,-6658.072271821772,nT
B,pos-off,Bx,667,16,9,-40.0,6.666666666666671,3118.509721176274,nT
B,pos-off,By,667,16,9,-40.0,6.666666666666671,2220.105310968189,nT
B,pos-off,Bz,667,16,9,-40.0,6.666666666666671,3695.623528380103,nT
B,neg-off,Bx,667,16,9,-40.0,6.666666666666671,-2954.2336710316536,nT
B,neg-off,By,667,16,9,-40.0,6.666666666666671,-4296.631516373016,nT
B,neg-off,Bz,667,16,9,-40.0,6.666666666666671,-5172.834745796055,nT
B,pos-off,Bx,634,16,10,-33.33333333333333,6.666666666666671,3416.459727350309,nT
B,pos-off,By,634,16,10,-33.33333333333333,6.666666666666671,3605.2860108795535,nT
B,pos-off,Bz,634,16,10,-33.33333333333333,6.666666666666671,5075.6826636411815,nT
B,neg-off,Bx,634,16,10,-33.33333333333333,6.666666666666671,-4548.074626577899,nT
B,neg-off,By,634,16,10,-33.33333333333333,6.666666666666671,-8609.749701402628,nT
B,neg-off,Bz,634,16,10,-33.33333333333333,6.666666666666671,-8759.225623484133,nT
B,pos-off,Bx,605,16,11,-26.666666666666657,6.666666666666671,3996.293343306093,nT
B,pos-off,By,605,16,11,-26.666666666666657,6.666666666666671,3433.366262327026,nT
B,pos-off,Bz,605,16,11,-26.666666666666657,6.666666666666671,5349.521024220895,nT
B,neg-off,Bx,605,16,11,-26.666666666666657,6.666666666666671,-4553.766346944721,nT
B,neg-off,By,605,16,11,-26.666666666666657,6.666666666666671,-7711.815139912707,nT
B,neg-off,Bz,605,16,11,-26.666666666666657,6.666666666666671,-8346.220480755761,nT
B,pos-off,Bx,572,16,12,-20.0,6.666666666666671,3165.0616521377756,nT
B,pos-off,By,572,16,12,-20.0,6.666666666666671,4804.29050044124,nT
B,pos-off,Bz,572,16,12,-20.0,6.666666666666671,5817.331752120596,nT
B,neg-off,Bx,572,16,12,-20.0,6.666666666666671,-5312.328446242009,nT
B,neg-off,By,572,16,12,-20.0,6.666666666666671,-13031.50574667256,nT
B,neg-off,Bz,572,16,12,-20.0,6.666666666666671,-11389.794940926651,nT
B,pos-off,Bx,543,16,13,-13.333333333333329,6.666666666666671,4244.4139709626015,nT
B,pos-off,By,543,16,13,-13.333333333333329,6.666666666666671,5591.631822109507,nT
B,pos-off,Bz,543,16,13,-13.333333333333329,6.666666666666671,6738.426820103159,nT
B,neg-off,Bx,543,16,13,-13.333333333333329,6.666666666666671,-6056.466157125068,nT
B,neg-off,By,543,16,13,-13.333333333333329,6.666666666666671,-13915.053106184414,nT
B,neg-off,Bz,543,16,13,-13.333333333333329,6.666666666666671,-11972.156770280373,nT
B,pos-off,Bx,510,16,14,-6.666666666666657,6.666666666666671,3514.9115924402354,nT
B,pos-off,By,510,16,14,-6.666666666666657,6.666666666666671,8206.562795062437,nT
B,pos-off,Bz,510,16,14,-6.666666666666657,6.666666666666671,7012.207184153867,nT
B,neg-off,Bx,510,16,14,-6.666666666666657,6.666666666666671,-6006.951483409717,nT
B,neg-off,By,510,16,14,-6.666666666666657,6.666666666666671,-20675.69178309507,nT
B,neg-off,Bz,510,16,14,-6.666666666666657,6.666666666666671,-14154.031325220021,nT
B,pos-off,Bx,481,16,15,0.0,6.666666666666671,4996.295685994888,nT
B,pos-off,By,481,16,15,0.0,6.666666666666671,10588.080031642947,nT
B,pos-off,Bz,481,16,15,0.0,6.666666666666671,8095.261608602786,nT
B,neg-off,Bx,481,16,15,0.0,6.666666666666671,-6853.509318143213,nT
B,neg-off,By,481,16,15,0.0,6.666666666666671,-23180.361045773552,nT
B,neg-off,Bz,481,16,15,0.0,6.666666666666671,-15117.535789373758,nT
B,pos-off,Bx,448,16,16,6.666666666666671,6.666666666666671,3534.1900520632316,nT
B,pos-off,By,448,16,16,6.666666666666671,6.666666666666671,12730.849356820283,nT
B,pos-off,Bz,448,16,16,6.666666666666671,6.666666666666671,7494.761926600952,nT
B,neg-off,Bx,448,16,16,6.666666666666671,6.666666666666671,-5169.623532395186,nT
B,neg-off,By,448,16,16,6.666666666666671,6.666666666666671,-24945.9552368109,nT
B,neg-off,Bz,448,16,16,6.666666666666671,6.666666666666671,-13044.834559948427,nT
B,pos-off,Bx,419,16,17,13.333333333333343,6.666666666666671,2700.848763003089,nT
B,pos-off,By,419,16,17,13.333333333333343,6.666666666666671,15675.377570122626,nT
B,pos-off,Bz,419,16,17,13.333333333333343,6.666666666666671,8627.095110416984,nT
B,neg-off,Bx,419,16,17,13.333333333333343,6.666666666666671,-4163.06291287996,nT
B,neg-off,By,419,16,17,13.333333333333343,6.666666666666671,-28216.187061021687,nT
B,neg-off,Bz,419,16,17,13.333333333333343,6.666666666666671,-14270.692323031302,nT
B,pos-off,Bx,386,16,18,20.0,6.666666666666671,1769.9518103594019,nT
B,pos-off,By,386,16,18,20.0,6.666666666666671,12898.545742055434,nT
B,pos-off,Bz,386,16,18,20.0,6.666666666666671,4693.565344256504,nT
B,neg-off,Bx,386,16,18,20.0,6.666666666666671,-1044.4074413248352,nT
B,neg-off,By,386,16,18,20.0,6.666666666666671,-19906.28857708968,nT
B,neg-off,Bz,386,16,18,20.0,6.666666666666671,-6215.630303486218,nT
B,pos-off,Bx,357,16,19,26.66666666666667,6.666666666666671,723.1588542513578,nT
B,pos-off,By,357,16,19,26.66666666666667,6.666666666666671,14368.64603731484,nT
B,pos-off,Bz,357,16,19,26.66666666666667,6.666666666666671,4760.5978810754805,nT
B,neg-off,Bx,357,16,19,26.66666666666667,6.666666666666671,-366.0855860965301,nT
B,neg-off,By,357,16,19,26.66666666666667,6.666666666666671,-21657.53253902027,nT
B,neg-off,Bz,357,16,19,26.66666666666667,6.666666666666671,-6168.472961678199,nT
B,pos-off,Bx,324,16,20,33.33333333333334,6.666666666666671,329.2100672898792,nT
B,pos-off,By,324,16,20,33.33333333333334,6.666666666666671,8230.899816998712,nT
B,pos-off,Bz,324,16,20,33.33333333333334,6.666666666666671,209.8357111162624,nT
B,neg-off,Bx,324,16,20,33.33333333333334,6.666666666666671,-693.6114618273729,nT
B,neg-off,By,324,16,20,33.33333333333334,6.666666666666671,-10949.455447095595,nT
B,neg-off,Bz,324,16,20,33.33333333333334,6.666666666666671,1284.3140109710491,nT
B,pos-off,Bx,295,16,21,40.0,6.666666666666671,-1078.3966448449735,nT
B,pos-off,By,295,16,21,40.0,6.666666666666671,8066.38752910869,nT
B,pos-off,Bz,295,16,21,40.0,6.666666666666671,-723.1279184572221,nT
B,neg-off,Bx,295,16,21,40.0,6.666666666666671,474.27906662172444,nT
B,neg-off,By,295,16,21,40.0,6.666666666666671,-10872.944144018598,nT
B,neg-off,Bz,295,16,21,40.0,6.666666666666671,2408.8154068505214,nT
B,pos-off,Bx,262,16,22,46.666666666666686,6.666666666666671,-382.633651702456,nT
B,pos-off,By,262,16,22,46.666666666666686,6.666666666666671,4128.19426616199,nT
B,pos-off,Bz,262,16,22,46.666666666666686,6.666666666666671,-3058.3697804001204,nT
B,neg-off,Bx,262,16,22,46.666666666666686,6.666666666666671,198.37836690149945,nT
B,neg-off,By,262,16,22,46.666666666666686,6.666666666666671,-6243.930940378961,nT
B,neg-off,Bz,262,16,22,46.666666666666686,6.666666666666671,4950.901828843025,nT
B,pos-off,Bx,233,16,23,53.33333333333334,6.666666666666671,-1419.1219503498548,nT
B,pos-off,By,233,16,23,53.33333333333334,6.666666666666671,3734.692479685862,nT
B,pos-off,Bz,233,16,23,53.33333333333334,6.666666666666671,-4346.596460940393,nT
B,neg-off,Bx,233,16,23,53.33333333333334,6.666666666666671,840.303359039916,nT
B,neg-off,By,233,16,23,53.33333333333334,6.666666666666671,-6528.734986737295,nT
B,neg-off,Bz,233,16,23,53.33333333333334,6.666666666666671,5738.243014056874,nT
B,pos-off,Bx,200,16,24,60.0,6.666666666666671,-525.3820754054191,nT
B,pos-off,By,200,16,24,60.0,6.666666666666671,2218.7358799040544,nT
B,pos-off,Bz,200,16,24,60.0,6.666666666666671,-3805.810789321305,nT
B,neg-off,Bx,200,16,24,60.0,6.666666666666671,559.1095678469535,nT
B,neg-off,By,200,16,24,60.0,6.666666666666671,-4168.207352813019,nT
B,neg-off,Bz,200,16,24,60.0,6.666666666666671,4905.053010973711,nT
B,pos-off,Bx,171,16,25,66.66666666666669,6.666666666666671,-1058.8841339013795,nT
B,pos-off,By,171,16,25,66.66666666666669,6.666666666666671,2022.0081436739897,nT
B,pos-off,Bz,171,16,25,66.66666666666669,6.666666666666671,-4741.3575286362875,nT
B,neg-off,Bx,171,16,25,66.66666666666669,6.666666666666671,967.2577626617076,nT
B,neg-off,By,171,16,25,66.66666666666669,6.666666666666671,-4260.724890372676,nT
B,neg-off,Bz,171,16,25,66.66666666666669,6.666666666666671,5586.990666670955,nT
B,pos-off,Bx,138,16,26,73.33333333333334,6.666666666666671,-303.4967577406663,nT
B,pos-off,By,138,16,26,73.33333333333334,6.666666666666671,1514.8684727018235,nT
B,pos-off,Bz,138,16,26,73.33333333333334,6.666666666666671,-3425.1216511262965,nT
B,neg-off,Bx,138,16,26,73.33333333333334,6.666666666666671,842.9263741064929,nT
B,neg-off,By,138,16,26,73.33333333333334,6.666666666666671,-3062.319007015305,nT
B,neg-off,Bz,138,16,26,73.33333333333334,6.666666666666671,4449.209419537015,nT
B,pos-off,Bx,109,16,27,80.0,6.666666666666671,-317.83536791990934,nT
B,pos-off,By,109,16,27,80.0,6.666666666666671,1310.0922738320971,nT
B,pos-off,Bz,109,16,27,80.0,6.666666666666671,-4158.633281889507,nT
B,neg-off,Bx,109,16,27,80.0,6.666666666666671,825.6505855820087,nT
B,neg-off,By,109,16,27,80.0,6.666666666666671,-2924.793967201616,nT
B,neg-off,Bz,109,16,27,80.0,6.666666666666671,4870.667517883891,nT
B,pos-off,Bx,76,16,28,86.66666666666669,6.666666666666671,-257.02484611119974,nT
B,pos-off,By,76,16,28,86.66666666666669,6.666666666666671,983.769077783728,nT
B,pos-off,Bz,76,16,28,86.66666666666669,6.666666666666671,-3054.11322560946,nT
B,neg-off,Bx,76,16,28,86.66666666666669,6.666666666666671,795.2765744530767,nT
B,neg-off,By,76,16,28,86.66666666666669,6.666666666666671,-2077.317537828636,nT
B,neg-off,Bz,76,16,28,86.66666666666669,6.666666666666671,3790.204307704254,nT
B,pos-off,Bx,47,16,29,93.33333333333334,6.666666666666671,239.0094776511681,nT
B,pos-off,By,47,16,29,93.33333333333334,6.666666666666671,778.0859648378819,nT
B,pos-off,Bz,47,16,29,93.33333333333334,6.666666666666671,-3580.9291432921823,nT
B,neg-off,Bx,47,16,29,93.33333333333334,6.666666666666671,960.5453635637385,nT
B,neg-off,By,47,16,29,93.33333333333334,6.666666666666671,-1988.032494096554,nT
B,neg-off,Bz,47,16,29,93.33333333333334,6.666666666666671,3905.4663665457124,nT
B,pos-off,Bx,14,16,30,100.0,6.666666666666671,-115.08608910395067,nT
B,pos-off,By,14,16,30,100.0,6.666666666666671,1149.2116293413899,nT
B,pos-off,Bz,14,16,30,100.0,6.666666666666671,-3873.922136095261,nT
B,neg-off,Bx,14,16,30,100.0,6.666666666666671,568.3980673617392,nT
B,neg-off,By,14,16,30,100.0,6.666666666666671,-2504.26500500316,nT
B,neg-off,Bz,14,16,30,100.0,6.666666666666671,4575.255101672757,nT
B,pos-off,Bx,943,17,0,-100.0,13.333333333333343,418.6363796836403,nT
B,pos-off,By,943,17,0,-100.0,13.333333333333343,702.1948910014971,nT
B,pos-off,Bz,943,17,0,-100.0,13.333333333333343,910.8048821494524,nT
B,neg-off,Bx,943,17,0,-100.0,13.333333333333343,-291.94791870178244,nT
B,neg-off,By,943,17,0,-100.0,13.333333333333343,-690.0572998173292,nT
B,neg-off,Bz,943,17,0,-100.0,13.333333333333343,-894.9722202740016,nT
B,pos-off,Bx,916,17,1,-93.33333333333333,13.333333333333343,662.1264944207833,nT
B,pos-off,By,916,17,1,-93.33333333333333,13.333333333333343,1216.1150924916974,nT
B,pos-off,Bz,916,17,1,-93.33333333333333,13.333333333333343,1517.4474208297088,nT
B,neg-off,Bx,916,17,1,-93.33333333333333,13.333333333333343,-691.919846981393,nT
B,neg-off,By,916,17,1,-93.33333333333333,13.333333333333343,-1368.3171594295038,nT
B,neg-off,Bz,916,17,1,-93.33333333333333,13.333333333333343,-1516.2449804846221,nT
B,pos-off,Bx,881,17,2,-86.66666666666667,13.333333333333343,548.8190970815317,nT
B,pos-off,By,881,17,2,-86.66666666666667,13.333333333333343,938.8988973009756,nT
B,pos-off,Bz,881,17,2,-86.66666666666667,13.333333333333343,1181.0648202135878,nT
B,neg-off,Bx,881,17,2,-86.66666666666667,13.333333333333343,-543.5908562357877,nT
B,neg-off,By,881,17,2,-86.66666666666667,13.333333333333343,-1036.6169008195416,nT
B,neg-off,Bz,881,17,2,-86.66666666666667,13.333333333333343,-1282.7270124359104,nT
B,pos-off,Bx,854,17,3,-80.0,13.333333333333343,632.7856411800533,nT
B,pos-off,By,854,17,3,-80.0,13.333333333333343,1048.720308527417,nT
B,pos-off,Bz,854,17,3,-80.0,13.333333333333343,1187.7940293451743,nT
B,neg-off,Bx,854,17,3,-80.0,13.333333333333343,-393.2994908701367,nT
B,neg-off,By,854,17,3,-80.0,13.333333333333343,-1193.4836218963144,nT
B,neg-off,Bz,854,17,3,-80.0,13.333333333333343,-1158.9396898037296,nT
B,pos-off,Bx,819,17,4,-73.33333333333333,13.333333333333343,916.2724602056401,nT
B,pos-off,By,819,17,4,-73.33333333333333,13.333333333333343,1352.9339912852436,nT
B,pos-off,Bz,819,17,4,-73.33333333333333,13.333333333333343,1804.5117692135796,nT
B,neg-off,Bx,819,17,4,-73.33333333333333,13.333333333333343,-1242.3199266216952,nT
B,neg-off,By,819,17,4,-73.33333333333333,13.333333333333343,-2168.574175497681,nT
B,neg-off,Bz,819,17,4,-73.33333333333333,13.333333333333343,-2207.66857524668,nT
B,pos-off,Bx,792,17,5,-66.66666666666666,13.333333333333343,756.5401719944825,nT
B,pos-off,By,792,17,5,-66.66666666666666,13.333333333333343,997.7232270514302,nT
B,pos-off,Bz,792,17,5,-66.66666666666666,13.333333333333343,1307.47879219825,nT
B,neg-off,Bx,792,17,5,-66.66666666666666,13.333333333333343,-678.7183521519312,nT
B,neg-off,By,792,17,5,-66.66666666666666,13.333333333333343,-1272.1118999730916,nT
B,neg-off,Bz,792,17,5,-66.66666666666666,13.333333333333343,-1388.34397097709,nT
B,pos-off,Bx,757,17,6,-60.0,13.333333333333343,1871.20460330178,nT
B,pos-off,By,757,17,6,-60.0,13.333333333333343,2012.8877242197568,nT
B,pos-off,Bz,757,17,6,-60.0,13.333333333333343,2902.863276875632,nT
B,neg-off,Bx,757,17,6,-60.0,13.333333333333343,-2384.5940713896507,nT
B,neg-off,By,757,17,6,-60.0,13.333333333333343,-3687.0434849678927,nT
B,neg-off,Bz,757,17,6,-60.0,13.333333333333343,-4105.868158190452,nT
B,pos-off,Bx,730,17,7,-53.33333333333333,13.333333333333343,1383.0642253427775,nT
B,pos-off,By,730,17,7,-53.33333333333333,13.333333333333343,1268.4796611438092,nT
B,pos-off,Bz,730,17,7,-53.33333333333333,13.333333333333343,2097.7350614275906,nT
B,neg-off,Bx,730,17,7,-53.33333333333333,13.333333333333343,-1198.882242976379,nT
B,neg-off,By,730,17,7,-53.33333333333333,13.333333333333343,-1997.7797364621645,nT
B,neg-off,Bz,730,17,7,-53.33333333333333,13.333333333333343,-2248.556356676633,nT
B,pos-off,Bx,695,17,8,-46.666666666666664,13.333333333333343,2905.8504421431853,nT
B,pos-off,By,695,17,8,-46.666666666666664,13.333333333333343,2779.4708656323737,nT
B,pos-off,Bz,695,17,8,-46.666666666666664,13.333333333333343,3991.2453754119792,nT
B,neg-off,Bx,695,17,8,-46.666666666666664,13.333333333333343,-3147.5362977043583,nT
B,neg-off,By,695,17,8,-46.666666666666664,13.333333333333343,-5612.924552024448,nT
B,neg-off,Bz,695,17,8,-46.666666666666664,13.333333333333343,-6139.886072964775,nT
B,pos-off,Bx,668,17,9,-40.0,13.333333333333343,2618.2380116562836,nT
B,pos-off,By,668,17,9,-40.0,13.333333333333343,1906.6288932689133,nT
B,pos-off,Bz,668,17,9,-40.0,13.333333333333343,3120.4108694729607,nT
B,neg-off,Bx,668,17,9,-40.0,13.333333333333343,-2571.0032923934173,nT
B,neg-off,By,668,17,9,-40.0,13.333333333333343,-3588.6556081774647,nT
B,neg-off,Bz,668,17,9,-40.0,13.333333333333343,-4217.123487143351,nT
B,pos-off,Bx,633,17,10,-33.33333333333333,13.333333333333343,3465.3223473584194,nT
B,pos-off,By,633,17,10,-33.33333333333333,13.333333333333343,3298.385014955872,nT
B,pos-off,Bz,633,17,10,-33.33333333333333,13.333333333333343,4896.44168416485,nT
B,neg-off,Bx,633,17,10,-33.33333333333333,13.333333333333343,-4345.837050322337,nT
B,neg-off,By,633,17,10,-33.33333333333333,13.333333333333343,-7519.33088850141,nT
B,neg-off,Bz,633,17,10,-33.33333333333333,13.333333333333343,-7989.604161573558,nT
B,pos-off,Bx,606,17,11,-26.666666666666657,13.333333333333343,3483.483750905899,nT
B,pos-off,By,606,17,11,-26.666666666666657,13.333333333333343,2980.96089559513,nT
B,pos-off,Bz,606,17,11,-26.666666666666657,13.333333333333343,4920.028771982764,nT
B,neg-off,Bx,606,17,11,-26.666666666666657,13.333333333333343,-3988.2296342695327,nT
B,neg-off,By,606,17,11,-26.666666666666657,13.333333333333343,-6322.771050830125,nT
B,neg-off,Bz,606,17,11,-26.666666666666657,13.333333333333343,-7064.764987395853,nT
B,pos-off,Bx,571,17,12,-20.0,13.333333333333343,3710.051849540855,nT
B,pos-off,By,571,17,12,-20.0,13.333333333333343,4581.052867038343,nT
B,pos-off,Bz,571,17,12,-20.0,13.333333333333343,5597.756791114024,nT
B,neg-off,Bx,571,17,12,-20.0,13.333333333333343,-5171.096540162065,nT
B,neg-off,By,571,17,12,-20.0,13.333333333333343,-11629.70754154397,nT
B,neg-off,Bz,571,17,12,-20.0,13.333333333333343,-10594.695888491582,nT
B,pos-off,Bx,544,17,13,-13.333333333333329,13.333333333333343,4180.001721378076,nT
B,pos-off,By,544,17,13,-13.333333333333329,13.333333333333343,5348.8382518389835,nT
B,pos-off,Bz,544,17,13,-13.333333333333329,13.333333333333343,6511.236779242313,nT
B,neg-off,Bx,544,17,13,-13.333333333333329,13.333333333333343,-5621.364224129443,nT
B,neg-off,By,544,17,13,-13.333333333333329,13.333333333333343,-12772.95979153094,nT
B,neg-off,Bz,544,17,13,-13.333333333333329,13.333333333333343,-11200.833391712507,nT
B,pos-off,Bx,509,17,14,-6.666666666666657,13.333333333333343,4172.9234300252865,nT
B,pos-off,By,509,17,14,-6.666666666666657,13.333333333333343,7711.280918562402,nT
B,pos-off,Bz,509,17,14,-6.666666666666657,13.333333333333343,6723.596719870873,nT
B,neg-off,Bx,509,17,14,-6.666666666666657,13.333333333333343,-6104.890310562977,nT
B,neg-off,By,509,17,14,-6.666666666666657,13.333333333333343,-19437.920709031547,nT
B,neg-off,Bz,509,17,14,-6.666666666666657,13.333333333333343,-13993.160924064163,nT
B,pos-off,Bx,482,17,15,0.0,13.333333333333343,4693.698565654943,nT
B,pos-off,By,482,17,15,0.0,13.333333333333343,10543.227690996679,nT
B,pos-off,Bz,482,17,15,0.0,13.333333333333343,8286.949670971202,nT
B,neg-off,Bx,482,17,15,0.0,13.333333333333343,-6393.305135155859,nT
B,neg-off,By,482,17,15,0.0,13.333333333333343,-21011.786112431793,nT
B,neg-off,Bz,482,17,15,0.0,13.333333333333343,-14166.131734913877,nT
B,pos-off,Bx,447,17,16,6.666666666666671,13.333333333333343,3204.9517790211953,nT
B,pos-off,By,447,17,16,6.666666666666671,13.333333333333343,12580.361440379225,nT
B,pos-off,Bz,447,17,16,6.666666666666671,13.333333333333343,7503.424125827757,nT
B,neg-off,Bx,447,17,16,6.666666666666671,13.333333333333343,-4191.177032694316,nT
B,neg-off,By,447,17,16,6.666666666666671,13.333333333333343,-24570.036569880907,nT
B,neg-off,Bz,447,17,16,6.666666666666671,13.333333333333343,-13542.146352906753,nT
B,pos-off,Bx,420,17,17,13.333333333333343,13.333333333333343,2969.055550353377,nT
B,pos-off,By,420,17,17,13.333333333333343,13.333333333333343,16048.128833086295,nT
B,pos-off,Bz,420,17,17,13.333333333333343,13.333333333333343,8897.750255442008,nT
B,neg-off,Bx,420,17,17,13.333333333333343,13.333333333333343,-4177.377402629323,nT
B,neg-off,By,420,17,17,13.333333333333343,13.333333333333343,-26511.305448477957,nT
B,neg-off,Bz,420,17,17,13.333333333333343,13.333333333333343,-13232.068680779576,nT
B,pos-off,Bx,385,17,18,20.0,13.333333333333343,1672.0315729263177,nT
B,pos-off,By,385,17,18,20.0,13.333333333333343,13231.074280020937,nT
B,pos-off,Bz,385,17,18,20.0,13.333333333333343,4982.998406359565,nT
B,neg-off,Bx,385,17,18,20.0,13.333333333333343,-817.3029416667315,nT
B,neg-off,By,385,17,18,20.0,13.333333333333343,-20404.170684161603,nT
B,neg-off,Bz,385,17,18,20.0,13.333333333333343,-6882.3122611643685,nT
B,pos-off,Bx,358,17,19,26.66666666666667,13.333333333333343,509.8089145316704,nT
B,pos-off,By,358,17,19,26.66666666666667,13.333333333333343,15164.673756776761,nT
B,pos-off,Bz,358,17,19,26.66666666666667,13.333333333333343,5408.7824465243,nT
B,neg-off,Bx,358,17,19,26.66666666666667,13.333333333333343,-696.7247140668233,nT
B,neg-off,By,358,17,19,26.66666666666667,13.333333333333343,-21786.40545936198,nT
B,neg-off,Bz,358,17,19,26.66666666666667,13.333333333333343,-6181.688182149267,nT
B,pos-off,Bx,323,17,20,33.33333333333334,13.333333333333343,125.36153764844882,nT
B,pos-off,By,323,17,20,33.33333333333334,13.333333333333343,8745.48530032542,nT
B,pos-off,Bz,323,17,20,33.33333333333334,13.333333333333343,320.55378990654395,nT
B,neg-off,Bx,323,17,20,33.33333333333334,13.333333333333343,-558.9490606288209,nT
B,neg-off,By,323,17,20,33.33333333333334,13.333333333333343,-11638.58446986039,nT
B,neg-off,Bz,323,17,20,33.33333333333334,13.333333333333343,950.9129133833702,nT
B,pos-off,Bx,296,17,21,40.0,13.333333333333343,-1166.4870806010003,nT
B,pos-off,By,296,17,21,40.0,13.333333333333343,8449.004939421404,nT
B,pos-off,Bz,296,17,21,40.0,13.333333333333343,-552.8936888529867,nT
B,neg-off,Bx,296,17,21,40.0,13.333333333333343,795.0213894596527,nT
B,neg-off,By,296,17,21,40.0,13.333333333333343,-11297.369978694585,nT
B,neg-off,Bz,296,17,21,40.0,13.333333333333343,1978.1968537635528,nT
B,pos-off,Bx,261,17,22,46.666666666666686,13.333333333333343,-512.5947415672518,nT
B,pos-off,By,261,17,22,46.666666666666686,13.333333333333343,4610.659945795272,nT
B,pos-off,Bz,261,17,22,46.666666666666686,13.333333333333343,-2936.960388041501,nT
B,neg-off,Bx,261,17,22,46.666666666666686,13.333333333333343,-120.24139165881229,nT
B,neg-off,By,261,17,22,46.666666666666686,13.333333333333343,-6669.908223650167,nT
B,neg-off,Bz,261,17,22,46.666666666666686,13.333333333333343,4714.479187817171,nT
B,pos-off,Bx,234,17,23,53.33333333333334,13.333333333333343,-1474.4113613390919,nT
B,pos-off,By,234,17,23,53.33333333333334,13.333333333333343,3739.1465375414896,nT
B,pos-off,Bz,234,17,23,53.33333333333334,13.333333333333343,-4209.583859106741,nT
B,neg-off,Bx,234,17,23,53.33333333333334,13.333333333333343,1033.4557198641855,nT
B,neg-off,By,234,17,23,53.33333333333334,13.333333333333343,-6457.154538509778,nT
B,neg-off,Bz,234,17,23,53.33333333333334,13.333333333333343,5639.109347235327,nT
B,pos-off,Bx,199,17,24,60.0,13.333333333333343,-420.94773265761637,nT
B,pos-off,By,199,17,24,60.0,13.333333333333343,2424.1768086205734,nT
B,pos-off,Bz,199,17,24,60.0,13.333333333333343,-3902.448225903041,nT
B,neg-off,Bx,199,17,24,60.0,13.333333333333343,459.7872985058099,nT
B,neg-off,By,199,17,24,60.0,13.333333333333343,-4521.944701822723,nT
B,neg-off,Bz,199,17,24,60.0,13.333333333333343,4900.826722770831,nT
B,pos-off,Bx,172,17,25,66.66666666666669,13.333333333333343,-1169.63914569499,nT
B,pos-off,By,172,17,25,66.66666666666669,13.333333333333343,2041.3829193851634,nT
B,pos-off,Bz,172,17,25,66.66666666666669,13.333333333333343,-4650.234115857098,nT
B,neg-off,Bx,172,17,25,66.66666666666669,13.333333333333343,1209.0613258443045,nT
B,neg-off,By,172,17,25,66.66666666666669,13.333333333333343,-4275.72105253742,nT
B,neg-off,Bz,172,17,25,66.66666666666669,13.333333333333343,5557.365342531423,nT
B,pos-off,Bx,137,17,26,73.33333333333334,13.333333333333343,-70.96999606325684,nT
B,pos-off,By,137,17,26,73.33333333333334,13.333333333333343,1552.537413167295,nT
B,pos-off,Bz,137,17,26,73.33333333333334,13.333333333333343,-3495.0169926034305,nT
B,neg-off,Bx,137,17,26,73.33333333333334,13.333333333333343,674.432053846833,nT
B,neg-off,By,137,17,26,73.33333333333334,13.333333333333343,-3150.399194096954,nT
B,neg-off,Bz,137,17,26,73.33333333333334,13.333333333333343,4332.205789454539,nT
B,pos-off,Bx,110,17,27,80.0,13.333333333333343,-675.506266302504,nT
B,pos-off,By,110,17,27,80.0,13.333333333333343,1469.305148755227,nT
B,pos-off,Bz,110,17,27,80.0,13.333333333333343,-4087.882148203738,nT
B,neg-off,Bx,110,17,27,80.0,13.333333333333343,922.2122668228459,nT
B,neg-off,By,110,17,27,80.0,13.333333333333343,-3125.3285310192623,nT
B,neg-off,Bz,110,17,27,80.0,13.333333333333343,4865.879570887871,nT
B,pos-off,Bx,75,17,28,86.66666666666669,13.333333333333343,-36.11546404221184,nT
B,pos-off,By,75,17,28,86.66666666666669,13.333333333333343,1010.9921804564491,nT
B,pos-off,Bz,75,17,28,86.66666666666669,13.333333333333343,-3156.8991295271653,nT
B,neg-off,Bx,75,17,28,86.66666666666669,13.333333333333343,934.0951061346951,nT
B,neg-off,By,75,17,28,86.66666666666669,13.333333333333343,-2078.0587338353994,nT
B,neg-off,Bz,75,17,28,86.66666666666669,13.333333333333343,3708.424135769018,nT
B,pos-off,Bx,48,17,29,93.33333333333334,13.333333333333343,24.56407423043578,nT
B,pos-off,By,48,17,29,93.33333333333334,13.333333333333343,909.3245147653392,nT
B,pos-off,Bz,48,17,29,93.33333333333334,13.333333333333343,-3641.532302086249,nT
B,neg-off,Bx,48,17,29,93.33333333333334,13.333333333333343,975.2768198558774,nT
B,neg-off,By,48,17,29,93.33333333333334,13.333333333333343,-2058.6467361165037,nT
