pixel,row,col,x_um,y_um,OFF_start_s,OFF_end_s,OFF_first_frame,OFF_last_frame,POS_time_requested_s,NEG_time_requested_s,POS_time_actual_s,NEG_time_actual_s,POS_frame,NEG_frame,dV_pos_d1_V,dV_neg_d1_V,deltaNu_pos_d1_MHz,deltaNu_neg_d1_MHz,dV_pos_d2_V,dV_neg_d2_V,deltaNu_pos_d2_MHz,deltaNu_neg_d2_MHz,dV_pos_d3_V,dV_neg_d3_V,deltaNu_pos_d3_MHz,deltaNu_neg_d3_MHz,dV_pos_d4_V,dV_neg_d4_V,deltaNu_pos_d4_MHz,deltaNu_neg_d4_MHz,Bx_pos_nT,Bx_neg_nT,Bx_odd_nT,Bx_even_nT,By_pos_nT,By_neg_nT,By_odd_nT,By_even_nT,Bz_pos_nT,Bz_neg_nT,Bz_odd_nT,Bz_even_nT
346,25,19,26.66666666666667,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0016550373048443425,-0.0019402536993921773,-0.2759315279829984,0.3234834443797032,0.000443472097151334,-0.0012520428990173763,-0.06466964595720612,0.1825800800609494,-0.00034228453312412356,0.00030057319488057066,0.12886525745504274,-0.11316153198287655,0.00021185458624756618,-0.0002599535554148377,-0.1097692156722629,0.13469096135477537,7773.676074927234,-11536.190737059977,9654.933405993605,-1881.257331066371,241.92737314935704,-1597.5492770244553,919.7383250869061,-677.8109519375491,-117.28200393460564,1385.5626830251908,-751.4223434798982,634.1403395452926
335,25,20,33.33333333333334,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005878401433547323,-0.0007634201255677851,-0.09800602590095182,0.12727911396577457,0.000523469632483888,-0.0012096732594888786,-0.07633534560468572,0.17640149609762204,-0.0002849385024365241,0.00023260622039078386,0.10727529269346686,-0.08757293297104053,0.00018427852023284022,-0.00020866528437802175,-0.09548109856619393,0.10811672765695567,3956.5651696005552,-6895.135617860321,5425.850393730438,-1469.2852241298829,99.8826868149876,-1183.7610819111133,641.8218843630505,-541.9391975480628,-2570.4357794806024,3605.8505885130367,-3088.1431839968195,517.7074045162171
284,25,21,40.0,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.000483224828469084,-0.0006326887456119004,-0.0805643261867968,0.1054832853636236,0.0005738420196510004,-0.001304308170512733,-0.08368093615038544,0.1902017018612237,-0.00033904805295078134,0.0003174966419844932,0.12764676871125064,-0.1195329690681828,0.00018870828069600496,-0.00022847829305099005,-0.09777631124140775,0.11838253525952513,3714.141085292818,-6696.036685554567,5205.088885423693,-1490.9478001308746,-327.515133502188,-680.0399772104536,176.26242185413278,-503.7775553563208,-3275.1856389976033,4758.800159213115,-4016.9928991053594,741.8072601077558
273,25,22,46.666666666666686,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0002080799919624994,-0.0003054522363450099,-0.03469156251453951,0.050925681284525195,0.0004082717700981971,-0.0007802160553343011,-0.05953653227829203,0.11377558225806272,-0.0001320513332204347,0.0001088328847064574,0.0497154484236134,-0.040974032858758405,9.318320868154202e-05,-0.00011722610505887582,-0.04828145527538786,0.060738914538249304,2132.9959708362976,-3735.240806975439,2934.1183889058684,-801.1224180695708,186.11826844660644,-855.5571065807492,520.8376875136778,-334.7194190670714,-1799.6436820519107,2464.762917527782,-2132.2032997898464,332.5596177379357
222,25,23,53.33333333333334,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,8.82115177898852e-05,-0.00015086341310773202,-0.014706821905595475,0.02515228628001346,0.000572052927941637,-0.0011055975429435862,-0.08342004053108333,0.1612245778992493,-0.00025555092018878455,0.0002471395882498235,0.09621128603862072,-0.09304453922140192,0.00015209426316758885,-0.0001658075840854229,-0.07880531770337716,0.0859106653291946,2203.254286388688,-4199.567730319069,3201.411008353878,-998.1567219651904,-163.53894551181088,-316.15077741569826,76.30591595194369,-239.84486146375457,-3583.936243216578,4709.770587413412,-4146.853415314995,562.9171720984168
211,25,24,60.0,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00010115565223882328,-0.00017600239199845691,-0.016864897005448753,0.029343513170758655,0.00023575697073594537,-0.00038032661990964993,-0.034379434303471436,0.05546141012173932,-3.841232277005966e-05,3.949763550501889e-05,0.014461693077480957,-0.01487029788276744,4.989579568295441e-05,-4.911137211957762e-05,-0.025852743877166396,0.025446306797696747,1164.1396826619687,-1925.2637390451698,1544.7017108535692,-380.5620281916006,381.7081664554449,-449.5079215031136,415.6080439792793,-33.89987752383436,-861.2116364324442,998.7212107843025,-929.9664236083734,68.75478717592915
160,25,25,66.66666666666669,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,3.575642646074397e-05,-6.942632564355301e-05,-0.005961391540629192,0.011574912578101997,0.00036268899593876295,-0.0006385496190347683,-0.05288939058533462,0.09311696960044714,-0.00013364545003668145,0.00012966637636096332,0.05031561072736715,-0.04881754609390603,9.947587597962246e-05,-9.896272791094476e-05,-0.05154190465263009,0.0512760248242998,1324.5613707813652,-2360.2826977571412,1842.4220342692533,-517.860663487888,169.38348032056882,-326.44823822265556,247.9158592716122,-78.53237895104337,-2199.9265876773893,2722.499149191261,-2461.212868434325,261.28628075693587
149,25,26,73.33333333333334,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,3.5156976792982355e-05,-8.360413157101384e-05,-0.005861449948805122,0.01393866815119986,0.0001637817493840115,-0.0003006692886608488,-0.023883594514631852,0.04384532098592622,-3.645897083783642e-05,4.7360368171688144e-05,0.013726283862963597,-0.017830504878223696,3.912990406068538e-05,-4.59378697447782e-05,-0.020274561689464836,0.02380200504909678,673.5911151961432,-1308.206585316169,990.898850256156,-317.3077350600129,221.2992994182192,-280.6893654356015,250.99433242691032,-29.69503300869114,-774.9176655346249,1072.7881060492236,-923.8528857919243,148.93522025729936
98,25,27,80.0,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,2.8813809350674283e-05,-4.1506061018988296e-05,-0.004803902859392119,0.006919983497654246,0.00020906911728226266,-0.00040746108649541925,-0.030487658371470685,0.059418313743435563,-6.148927857398543e-05,7.784898196179113e-05,0.023149838649846433,-0.02930903424573161,7.574654467123984e-05,-5.199786050684418e-05,-0.03924691433741167,0.026941896635658,800.3817244918285,-1494.2975217619512,1147.3396231268898,-346.9578986350613,447.6866780886818,-120.18685156178977,283.9367648252358,163.74991326344602,-1306.2893499361385,1633.7315919706168,-1470.0104709533775,163.72112101723917
87,25,28,86.66666666666669,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-5.8665131138251417e-05,4.826814999362808e-06,0.009780782117067231,-0.0008047374123634625,0.00017966245235204425,-0.00033361434453052887,-0.02619940974876093,0.04864955807957485,-5.135953285105364e-05,5.776896155259507e-05,0.019336133488747746,-0.021749192215723176,3.8248594213419514e-05,-4.826050222550581e-05,-0.019817924462902425,0.02500544156760793,364.2788982364323,-1076.815531056668,720.5472146465502,-356.2683164101179,58.7596021755163,-203.04000491307914,130.89980354429773,-72.14020136878142,-1126.86176664818,1451.011947073687,-1288.9368568609334,162.07509021275348
36,25,29,93.33333333333334,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-3.113239376833464e-05,-1.0815085807563934e-05,0.005190462448864795,0.0018031153397046996,0.00012202160140902702,-0.00028276961221643325,-0.017793890107048335,0.04123508745411086,-2.3996230577002382e-05,6.288599014377466e-05,0.009034239447023506,-0.023675680686553523,6.143586254768501e-05,-3.7037996054845366e-05,-0.0318320531335007,0.01919067153099901,288.33685743822747,-966.966794258594,627.6518258484107,-339.31496841018327,547.7552343328387,-12.254824700605102,280.0050295167219,267.75020481611676,-956.8936782649481,1234.1655298315106,-1095.5296040482294,138.63592578328127
25,25,30,100.0,66.66666666666669,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-0.00012015082397377051,5.5257085805925024e-05,0.020031814600467195,-0.009212585162695505,0.00015400219587868993,-0.0003114869958705593,-0.02245748390503271,0.04542282112587745,-5.0315046817205706e-05,7.976294896271045e-05,0.018942899355637793,-0.030029615593894613,4.649959058445983e-05,-2.895672224848432e-05,-0.024093052116289197,0.015003483030295759,46.20564636972425,-804.5224384268868,425.3640423983055,-379.15839602858125,132.32672870855805,236.22746327286532,-51.950367282153636,184.2770959907117,-1285.5481675030198,1498.663399998257,-1392.1057837506385,106.55761624761863
956,26,0,-100.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0007890114072481171,-0.001254208325651523,-0.13154574979109904,0.20910442241576635,-4.776801603975547e-05,5.393555455592698e-05,0.006965806203394496,-0.007865192060656528,0.00019625936766840075,-0.00020043105241292642,-0.0738888599835769,0.0754594399444004,-3.273842891854426e-05,4.307672765120327e-05,0.016962916538097925,-0.022319548005794394,2887.232198793711,-4646.1799050365435,3766.7060519151273,-879.4738531214161,1548.805160956126,-1614.828225328757,1581.8166931424416,-33.01153218631555,3439.648788720918,-4766.144463893875,4102.896626307396,-663.2478375864782
903,26,1,-93.33333333333333,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0010909724100482147,-0.0017634959902151164,-0.18188936479604648,0.29401400303645325,-4.8927685828629816e-05,4.316039276430211e-05,0.007134915906475049,-0.006293896137706489,0.000166838120681761,-0.00019756556422642518,-0.06281217903344219,0.07438062440600166,-1.622152120941781e-05,2.894719070001424e-05,0.008404933269124481,-0.014998544404145463,4037.2632844891777,-6632.533128428461,5334.89820645882,-1297.6349219696417,1585.6031189993228,-1925.7298611452861,1755.6664900723044,-170.06337107298168,3948.820776492818,-5944.668989321046,4946.744882906932,-997.924106414114
894,26,2,-86.66666666666667,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0007245029223471571,-0.001275180542088446,-0.12079075064123748,0.21260095733355455,-5.140865249198104e-05,3.010563837107394e-05,0.007496704701714186,-0.004390176940734668,0.0001684684106819373,-0.0001960084176700991,-0.06342596002635348,0.07379438087917706,-4.4886822082355725e-05,3.140414938702165e-05,0.023257420768049115,-0.01627157999326788,2622.10572267846,-4806.003979581215,3714.0548511298375,-1091.9491284513776,1145.8770993668645,-1729.1733007852888,1437.5252000760765,-291.64810070921214,3227.81501788212,-4653.584537926954,3940.699777904537,-712.8847600224169
841,26,3,-80.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.000893704368881019,-0.0015415570363182987,-0.14900039494494288,0.2570118433338012,-3.820467061360975e-05,3.694760139434967e-05,0.005571224296555243,-0.0053879112496342555,0.00015240525472778223,-0.00018298486411958654,-0.05737841032061772,0.0688911982376823,-1.5514951333944768e-05,2.8967794095186795e-05,0.008038834888050536,-0.015009219738431756,3315.4572468342963,-5801.349612574686,4558.403429704491,-1242.946182870195,1409.3646758054228,-1729.765330927625,1569.5650033665238,-160.20032756110106,3329.6527912574884,-5276.420759606929,4303.036775432209,-973.3839841747204
832,26,4,-73.33333333333333,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0007567669893078815,-0.0013606529643446635,-0.12616988818053043,0.2268511110941577,-4.7273419866630477e-05,4.4646069663196204e-05,0.006893681351316447,-0.006510546068278095,0.00018205297679112806,-0.00023560980199267126,-0.0685403559153465,0.08870373871584493,-4.30458149332052e-05,2.5653926324996757e-05,0.022303531053463797,-0.013292189805691603,2761.557664161098,-5092.368662171326,3926.963163166212,-1165.405499005114,1296.5578275344037,-2158.7163456130775,1727.6370865737406,-431.0792590393369,3359.1686999336903,-5072.435635027996,4215.802167480843,-856.6334675471528
779,26,5,-66.66666666666666,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0010056609993722477,-0.001963464292503574,-0.16766605524688885,0.3273531664722948,-5.6610865048838715e-05,5.599479829434875e-05,0.008255321188314273,-0.008165482799033886,0.00022806103521438986,-0.00029967957892137103,-0.08586173541095547,0.11282509828662643,-4.494147979390313e-05,4.088561528888652e-05,0.023285740825845686,-0.021184256626356195,3690.1335949281015,-7369.314042741507,5529.723818834805,-1839.590223906703,1748.432066928783,-2726.7152886333365,2237.57367778106,-489.1416108522768,4283.533852191613,-7119.366722859521,5701.450287525568,-1417.9164353339543
770,26,6,-60.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0009512168752308783,-0.001993974805812217,-0.1585890088745492,0.33243994761744317,-6.69523593462862e-05,4.3801782005599066e-05,0.009763377228773962,-0.00638742719731965,0.00023440830371036336,-0.00031870699015463724,-0.08825139170481229,0.11998864793608914,-6.914288963491436e-05,6.318916420043277e-05,0.035825331417037365,-0.032740499585701195,3444.7329026486163,-7525.332553937994,5485.032728293305,-2040.2998256446888,1500.1222509934985,-2647.0965529475457,2073.609401970522,-573.4871509770236,4383.709488839055,-7440.608339762296,5912.158914300675,-1528.4494254616206
717,26,7,-53.33333333333333,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0010581888583098501,-0.0024670979845378862,-0.17642361759059155,0.4113201041237798,-5.077904855900868e-05,4.4500391421486685e-05,0.007404892243387878,-0.006489302431134882,0.0002812207173035748,-0.0003689574503731863,-0.10587559947932357,0.13890723135612776,-7.62571459101664e-05,5.775215544637483e-05,0.03951147456483463,-0.029923396604325338,3913.2444834140106,-9342.286450521487,6627.765466967749,-2714.5209835537385,1862.7158037322756,-3297.8058265524924,2580.2608151423838,-717.5450114101084,4923.852741943392,-8895.126198328642,6909.489470136017,-1985.636728192625
708,26,8,-46.666666666666664,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0010958760549254437,-0.0026998270103768592,-0.1827069114578041,0.4501212087984458,-3.055803039952117e-05,1.9016027262150876e-05,0.004456147342258175,-0.0027730262139496536,0.00026607331961077293,-0.0003388808662617369,-0.1001728197316071,0.12758382530118728,-9.938841449085999e-05,7.297751546208048e-05,0.05149658781907442,-0.03781218417722614,4117.722166015443,-10309.50673758707,7213.614451801256,-3095.8922857858133,1484.9949582908648,-2949.4632533448803,2217.2291058178726,-732.2341475270077,5073.212235793254,-9401.922641446588,7237.567438619921,-2164.355202826667
655,26,9,-40.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.001151746256403269,-0.003176701363734219,-0.1920217166391557,0.5296267695448099,-5.226647732805701e-06,-2.0204455023462677e-05,0.0007621797641718032,0.0029463295695912658,0.0003398318013620322,-0.0004643590302730739,-0.12794183883865015,0.17482456902606758,-8.637213190002853e-05,6.861862396810113e-05,0.04475239994818044,-0.03555369117516535,4428.253326219731,-12283.333521185446,8355.79342370259,-3927.5400974828576,2300.2400122979398,-4253.724337406882,3276.982174852411,-976.7421625544712,5445.97843323193,-11175.321740952279,8310.650087092105,-2864.6716538601745
646,26,10,-33.33333333333333,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0012578083573683097,-0.0037302041152258566,-0.20970462777034812,0.6219079885329497,0.00010563387991585071,-0.00018883205927264172,-0.015404138522187387,0.027536574447353968,0.00035021180550262506,-0.0003816980653904182,-0.13184976273387577,0.1437038916648651,-0.0001313231432424019,0.00010558509528322673,0.06804307940017651,-0.05470730325553238,5192.470425094084,-14936.746812441632,10064.608618767857,-4872.138193673774,1950.3790819937137,-3366.743599265893,2658.5613406298035,-708.1822586360896,5864.862299888769,-12079.689154964764,8972.275727426766,-3107.413427537998
593,26,11,-26.666666666666657,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0013398499723370056,-0.004364572189763008,-0.22338278965240566,0.7276712553779419,0.0001948229091701795,-0.0002865787239739624,-0.028410194556364624,0.04179055398820213,0.00042746460978850415,-0.0005541539307676829,-0.16093434456572198,0.208631071659336,-0.00011904609704995939,0.00011250525873067203,0.06168191556989838,-0.058292880171305475,5813.376553004608,-17710.911317119917,11762.143935062262,-5948.767382057655,2822.974346781499,-5021.3657475934815,3922.17004718749,-1099.1957004059911,6182.697416130211,-14460.02048940218,10321.358952766197,-4138.661536635985
584,26,12,-20.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0017147703050522701,-0.004760102313836149,-0.28589034762418614,0.7936149239462292,0.00044485684812796807,-0.0008579521083073886,-0.0648715782906563,0.12511149957094989,0.0004007584146168295,-0.0003535089689466096,-0.15087984200017812,0.1330910978657976,-0.0001388395088592731,0.00010158975992361497,0.07193756935710278,-0.05263718130754798,8062.273582910191,-21072.88433172528,14567.578957317735,-6505.305374407544,2593.1395649373735,-3793.765976394422,3193.452770665898,-600.3132057285243,6595.4625139068985,-13043.94657107033,9819.704542488615,-3224.2420285817157
531,26,13,-13.333333333333329,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0020544288809169827,-0.005770093891091448,-0.34251898648117796,0.9620029828415082,0.0005192840506552099,-0.0009430367788039278,-0.0757249800445428,0.1375190344592589,0.0004051064758677056,-0.0004652959344915921,-0.1525168252065483,0.17517730013614166,-9.5523729972439e-05,7.66518740206514e-05,0.04949416060745827,-0.03971599690187339,9614.570090868938,-25238.96067440372,17426.765382636328,-7812.195291767391,3276.1645988672644,-5413.299618954826,4344.732108911045,-1068.5675100437807,7000.2553136966435,-15871.337383130227,11435.796348413434,-4435.541034716792
522,26,14,-6.666666666666657,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0024556173488745328,-0.005365544557528294,-0.4094060268207892,0.8945556114572824,0.0006841224962653947,-0.0015233383304982114,-0.09976266806645481,0.22214193663855958,0.00026272208393818573,-0.00021795681936657171,-0.0989111271748363,0.08205764188465456,-2.6541351613761136e-05,-3.3334798843223873e-06,0.013751995654792104,0.0017271916499071672,11681.158607727008,-25572.751153067693,18626.954880397352,-6945.796272670343,3052.1129032747613,-4325.985696775712,3689.049300025237,-636.9363967504755,6394.895670273664,-11579.293457932532,8987.094564103098,-2592.198893829434
469,26,15,0.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0029187445630939504,-0.006439940170790243,-0.4866196337262192,1.0736812555487203,0.0006462063836932666,-0.0014143749189680433,-0.09423352295932455,0.20625226671071137,0.00021094231621445646,-0.00020508083036968613,-0.07941678123469714,0.07721001519837875,4.454559264712469e-05,-5.819077443125552e-05,-0.023080617951867315,0.030150660327061343,13332.886805882534,-29333.621506497402,21333.254156189967,-8000.367350307434,3566.4857501327856,-5157.378991063961,4361.932370598373,-795.4466204655876,6874.467620066161,-14141.47163613882,10507.96962810249,-3633.5020080363297
460,26,16,6.666666666666671,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0025202770429230545,-0.00413270997273574,-0.42018623589855364,0.6890146670106623,0.0006022444307019363,-0.0016794665686968694,-0.08782273870976556,0.2449094522344372,-7.285262833125982e-05,5.374343475700828e-05,0.027427978180889292,-0.020233638643463604,0.0001031710209390959,-0.00012205199667645963,-0.05345648753318538,0.06323937651627083,11629.768452894892,-21345.81842157228,16487.793437233588,-4858.024984338694,1653.1466149722219,-3025.370020916798,2339.25831794451,-686.111702972288,4008.1086893895986,-5683.2249853258145,4845.666837357707,-837.558147968108
407,26,17,13.333333333333343,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.002775464987490754,-0.004571665624276563,-0.46273174182842064,0.762198336823968,0.0005183059155673487,-0.0014790958962693677,-0.07558234277325418,0.2156902510054769,-0.00016147029447445468,0.00012801012278256088,0.060791268827933106,-0.04819399018314489,0.00015130903132890252,-0.00016993145046984506,-0.07839846182841034,0.0880473836630911,12325.02671500066,-22363.97116629216,17344.498940646412,-5019.472225645751,1496.2767800138988,-2999.6958229895454,2247.986301501722,-751.7095214878233,4035.207277946371,-6533.793832501115,5284.500555223743,-1249.2932772773718
398,26,18,20.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0014601359330011256,-0.0019435972120426077,-0.243437134544695,0.32404088230074785,0.0004206460025661147,-0.0012782585210818792,-0.06134101386311498,0.18640299250200157,-0.00026818551237755054,0.00021437073931937698,0.10096803026069862,-0.08070753376168961,0.00018892999213865962,-0.00021674186103729702,-0.09789118763656555,0.11230148240269221,6960.339441090199,-11641.129071324658,9300.734256207428,-2340.3948151172294,540.4298845730641,-1850.9553293307351,1195.6926069518995,-655.2627223788355,-10.19386138493799,656.7928526430999,-333.49335701401895,323.2994956290809
345,26,19,26.66666666666667,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0014831221298830296,-0.0017681895892710754,-0.24726944479509044,0.2947965303882292,0.0004648619312270046,-0.0012570150705462897,-0.06778883430218323,0.18330515064482336,-0.0003503857907810034,0.0002955378665784359,0.13191526571610804,-0.11126580250862084,0.0002131995106124189,-0.00024651103722689825,-0.11046606767477693,0.12772592602424004,7185.018873002245,-10892.569604277747,9038.794238639995,-1853.7753656377513,140.48457389997176,-1430.6665228655236,785.5755483827477,-645.0909744827759,-666.8009511721551,1716.04647427146,-1191.4237127218075,524.6227615496525
336,26,20,33.33333333333334,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0005074654497275578,-0.0006642080705410048,-0.08460577688010122,0.11073825784262664,0.0004411128740880736,-0.0010116457020198197,-0.06432561051232656,0.14752398133726458,-0.00021019462377007983,0.00018599445895652001,0.07913528566590133,-0.07002426787993857,0.000160901871468331,-0.00018829075312158013,-0.08336884532033989,0.09755997571061778,3385.954302764811,-5868.581948121821,4627.268125443316,-1241.3138226785052,410.87204998756965,-1231.7858101319814,821.3289300597755,-410.4568800722059,-2021.2472174385637,3009.301902942681,-2515.274560190622,494.02734275205864
283,26,21,40.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.0004366270880700576,-0.0005753981407282588,-0.07279544649373892,0.09593166734369005,0.0005410898060078909,-0.001257864932336207,-0.07890482041679087,0.18342908236774247,-0.0003279534819062473,0.00028671354378094916,0.12346982054196631,-0.10794357050828629,0.00018319895417739454,-0.0002174114180037507,-0.0949217379157042,0.11264840311069914,3428.9873249936722,-6327.072550576865,4878.029937785269,-1449.0426127915964,-325.1405687221545,-778.1470036324321,226.50321745513878,-551.6437861772934,-3221.1089066634963,4555.778946311229,-3888.4439264873627,667.3350198238666
274,26,22,46.666666666666686,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,0.00020538527230656427,-0.0003380445964907532,-0.034242292815317876,0.056359552599246375,0.00028493653909057357,-0.0005423921053293726,-0.04155108116525068,0.07909472917675911,-8.169380694160837e-05,7.190285367983393e-05,0.030756556154979135,-0.027070401535917464,6.795515194219146e-05,-9.262444643450561e-05,-0.035209923286093146,0.04799194115775255,1720.9784319136495,-3080.1566690652094,2400.5675504894293,-679.5891185757799,273.6447312264926,-797.4511248957359,535.5479280611142,-261.90319683462167,-1067.00045742042,1451.5944145168341,-1259.297435968627,192.2969785482071
221,26,23,53.33333333333334,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,8.765582582842538e-05,-0.00015798585187159993,-0.014614175696615975,0.026339755230306548,0.00051974911530284,-0.001019338891926636,-0.0757927984401141,0.1486458464348686,-0.00022553017828350644,0.0001978728370208333,0.08490890377990452,-0.07449630824189958,0.00013369967091079898,-0.00014920202535028583,-0.06927444088639204,0.07730674888612242,2030.8177657610693,-3948.2080872512406,2989.512926506155,-958.6951607450857,-140.8694615228334,-513.330113409686,186.2303259434263,-327.09978746625967,-3167.634146016891,4108.514839490412,-3638.0744927536516,470.4403467367604
212,26,24,60.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,8.671622733069983e-05,-0.00016448192843290194,-0.014457523729672954,0.02742279567066882,0.00017719117785345488,-0.00030711196179782237,-0.025839034320603364,0.04478482855238289,-3.7975466518637247e-05,3.013327028043391e-05,0.014297222913443543,-0.01134474759115789,5.7457348464813295e-05,-6.364745630135504e-05,-0.029770646872946373,0.03297795663281107,917.7915711234987,-1644.4918666294718,1281.1417188764854,-363.3501477529866,443.4429440869405,-663.7169361216693,553.5799401043049,-110.1369960173644,-819.5405249477192,922.441906743447,-870.9912158455832,51.45069089786392
159,26,25,66.66666666666669,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,3.8208072278948896e-05,-8.176421053898757e-05,-0.00637013542495755,0.01363191239394349,0.00031853763620649415,-0.0005535795026452097,-0.046450985957950094,0.08072613964935735,-9.880071046215009e-05,8.996118461231194e-05,0.03719706197133096,-0.03386910623806146,9.504407195246549e-05,-9.609077322878555e-05,-0.04924563313596952,0.04978796540349261,1193.4905157044077,-2133.942084820578,1663.716300262493,-470.22578455808525,399.99992233521664,-602.8369305017458,501.4184264184812,-101.41850408326457,-1876.1174519262556,2265.5398468967555,-2070.8286494115055,194.71119748524995
150,26,26,73.33333333333334,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-8.666675153865823e-06,-5.763887825241537e-05,0.0014449275014761062,0.009609682936367898,0.00018461337392347617,-0.0003286368036333417,-0.02692138154189753,0.047923704503608465,-5.4623523867778464e-05,5.555945518471926e-05,0.020564979673710074,-0.02091734450018056,4.7281314813309587e-05,-5.036779796319638e-05,-0.024498090576832922,0.026097304644131035,572.8955584080755,-1300.2073789625672,936.5514686853214,-363.6559102772458,153.9330495758902,-264.8787880844753,209.40591883018274,-55.47286925429253,-1094.1454517671468,1281.4542439314018,-1187.7998478492743,93.6543960821275
97,26,27,80.0,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,2.492186825310033e-05,-5.533996493279502e-05,-0.004155029718750488,0.009226402956438399,0.00018092222900700075,-0.0003280925180521446,-0.026383117609491094,0.04784433365691545,-4.50212197382692e-05,6.840597581336117e-05,0.016949848769264246,-0.0257538767650233,6.218273943532805e-05,-4.353738357614634e-05,-0.03221903597683889,0.022558229832189657,693.2724177834758,-1286.5095569115788,989.8909873475272,-296.6185695640515,418.8934308175569,-74.04988731872604,246.4716590681415,172.42177174941543,-1061.966048176974,1301.0396433479102,-1181.5028457624421,119.5367975854681
88,26,28,86.66666666666669,73.33333333333334,0.0,0.05,0,129,0.0627,0.0571,0.06259680000000001,0.0571872,162,148,-9.742123446842603e-05,3.0593017117145676e-05,0.016242286506883894,-0.005100536364972129,0.00019969028701155431,-0.0003565796786658422,-0.029119983523390083,0.051998494883851054,-6.405576949033501e-05,8.057472397239715e-05,0.024116085969503973,-0.030335237336904866,4.676519290150967e-05,-5.5796708713672234e-05,-0.02423066989714397,0.02891021176872861,281.2358910135783,-1051.4208617380807,666.3283763758295,-385.0924853622512,44.03675246742399,-95.40796548705458,69.72235897723928,-25.685606509815297,-1405.2849395626592,1747.6528632538764,-1576.4689014082678,171.18396184560856
