f_GHz,y_fit,y_model,residuals,baseline_raw
2.8212,0.9928293553224425,0.9993910738654721,-0.00656171854302956,0.07738627103406692
2.8214,0.9927440094412665,0.9994033910415506,-0.00665938160028412,0.0773809525348712
2.8216,0.9939767528317246,0.9994152935300069,-0.005438540698282313,0.07737565394582813
2.8218,0.9950942049117603,0.9994268003955568,-0.0043325954837964975,0.07737037526693724
2.822,0.9921279319023442,0.9994379295828829,-0.007309997680538749,0.07736511649819944
2.8222,0.9915806144273087,0.999448697996567,-0.007868083569258277,0.07735987763961427
2.8224,0.9915834989320864,0.9994591215743189,-0.007875622642232516,0.07735465869118086
2.8226,0.9926104415132129,0.9994692153541502,-0.00685877384093736,0.07734945965290052
2.8228,0.9923952037818562,0.9994789935360618,-0.007083789754205649,0.07734428052477238
2.823,0.9919875974493841,0.9994884695387637,-0.007500872089379551,0.07733912130679688
2.8232,0.9913491649073988,0.999497656051883,-0.008148491144484238,0.07733398199897445
2.8234,0.9924521882128761,0.9995065650840741,-0.0070543768711980315,0.07732886260130378
2.8236,0.9931580485779794,0.9995152080073975,-0.006357159429418058,0.07732376311378619
2.8238,0.9938637461243639,0.9995235955983013,-0.005659849473937384,0.07731868353642035
2.824,0.9969391018490249,0.999531738075502,-0.0025926362264770964,0.07731362386920759
2.8242,0.9963891797356711,0.9995396451350365,-0.0031504653993653653,0.07730858411214747
2.8244,0.9948396313942645,0.9995473259827226,-0.0047076945884581,0.07730356426523954
2.8246,0.9958520943481598,0.9995547893642525,-0.003702695016092661,0.07729856432848425
2.8248,0.9970822553535528,0.9995620435931173,-0.0024797882395645177,0.0772935843018816
2.825,0.9952113321818603,0.9995690965765353,-0.004357764394674946,0.07728862418543159
2.8252,0.9948776900171228,0.9995759558395576,-0.004698265822434822,0.07728368397913377
