rank,candidate_idx,perm,signs,alpha_deg,beta_deg,gamma_deg,chi2,chi2_data_only,rms_MHz_per_mm,surface_cosine_abs,success
262,172,"(1, 3, 0, 2)","(1, 1, -1, -1)",-17.296776843511356,91.83728412650211,56.044893519346154,558701280.82003,558701280.8199772,5.824288570291575,0.9994859087990686,True
263,371,"(3, 2, 1, 0)","(-1, -1, 1, 1)",32.2589007330059,271.97110580510537,-109.26731398203398,558701280.8200465,558701280.8199766,5.824288570291575,0.9994082997127073,True
264,140,"(1, 2, 0, 3)","(1, 1, -1, -1)",-35.69792000244702,87.8259913255244,48.30510888840217,558701280.8200806,558701280.819977,5.824288570291576,0.9992802276172164,True
265,227,"(2, 1, 0, 3)","(-1, -1, 1, 1)",69.24331417058741,92.32381205851175,-103.86431087595825,558701280.8201113,558701280.819976,5.824288570291575,0.99917763009758,True
266,284,"(2, 3, 1, 0)","(1, 1, -1, -1)",-45.0,87.67847581353165,58.99002695486046,558701280.8201134,558701280.8199787,5.824288570291576,0.9991792483813191,True
267,19,"(0, 1, 3, 2)","(-1, -1, 1, 1)",64.06765295508974,92.35892595055655,0.0,558701280.8201282,558701280.8199846,5.824288570291575,0.9991525930748546,True
268,195,"(2, 0, 1, 3)","(-1, -1, 1, 1)",52.65090474750164,92.43377283552128,-131.7967842793751,558701280.8201414,558701280.8199787,5.824288570291575,0.9990979730427907,True
269,316,"(3, 0, 2, 1)","(1, 1, -1, -1)",58.189656674319394,87.4438914998233,3.6840864807690035,558701280.820174,558701280.819976,5.824288570291575,0.9990050270430101,True
270,252,"(2, 1, 3, 0)","(1, 1, -1, -1)",-51.075956124716676,87.41879960821022,43.50490165097908,558701280.8201817,558701280.8199759,5.824288570291575,0.9989854002957486,True
271,259,"(2, 3, 0, 1)","(-1, -1, 1, 1)",-57.61303986155566,87.32525761068766,-113.71942348357383,558701280.820214,558701280.8199767,5.824288570291575,0.9989105437687796,True
272,204,"(2, 0, 1, 3)","(1, 1, -1, -1)",-81.87320125244523,87.3075252759673,1.667965700705711,558701280.8202217,558701280.8199779,5.824288570291575,0.998896053347254,True
273,355,"(3, 2, 0, 1)","(-1, -1, 1, 1)",-27.906047634608814,87.28219016252555,44.70757679924589,558701280.8202299,558701280.8199768,5.824288570291575,0.9988751841215702,True
274,3,"(0, 1, 2, 3)","(-1, -1, 1, 1)",19.57232645950285,87.16460693845328,-25.30367746069219,558701280.8202765,558701280.8199768,5.824288570291575,0.9987757710324298,True
275,348,"(3, 1, 2, 0)","(1, 1, -1, -1)",-18.519326286820384,87.16051020476691,-21.237883682215514,558701280.8202773,558701280.8199759,5.824288570291575,0.9987722315330441,True
276,275,"(2, 3, 1, 0)","(-1, -1, 1, 1)",40.92815125137518,87.00568667250599,-26.571834032973303,558701280.8203487,558701280.819976,5.824288570291575,0.9986347242402186,True
277,307,"(3, 0, 2, 1)","(-1, -1, 1, 1)",280.4166070707354,273.00408293531007,-48.351656342099574,558701280.8203539,558701280.8199762,5.824288570291575,0.9986258027240066,True
278,163,"(1, 3, 0, 2)","(-1, -1, 1, 1)",779.5333509387982,986.6831646357031,30.15425840234821,558701280.8205384,558701280.8199772,5.824288570291576,0.9983248593329489,True
279,131,"(1, 2, 0, 3)","(-1, -1, 1, 1)",3.0567475121283687,93.68753736734125,-66.37081934076389,558701280.820834,558701280.8199768,5.824288570291575,0.9979296313439909,True
280,92,"(0, 3, 2, 1)","(1, 1, -1, -1)",74.14787207045751,-93.79884967361508,-17.065671948508882,558701280.8209434,558701280.8199778,5.824288570291575,0.9978027986709148,True
281,236,"(2, 1, 0, 3)","(1, 1, -1, -1)",176.50767653387683,274.2715623358351,-534.8140518075381,558701280.8215194,558701280.8199762,5.824288570291575,0.9972222249549479,True
282,99,"(1, 0, 2, 3)","(-1, -1, 1, 1)",7.120677702140177,94.45457316036615,26.218485388981794,558701280.8218031,558701280.8199781,5.824288570291575,0.996979226522492,True
283,67,"(0, 3, 1, 2)","(-1, -1, 1, 1)",7.972392367944916,85.52887418059365,-15.389040496050134,558701280.8218298,558701280.8199775,5.824288570291575,0.9969567465639878,True
284,339,"(3, 1, 2, 0)","(-1, -1, 1, 1)",8.322728151799154,95.19432280148646,2.4621938003181043,558701280.8233497,558701280.8199768,5.824288570291575,0.9958933741294512,True
285,380,"(3, 2, 1, 0)","(1, 1, -1, -1)",73.93407229999566,444.6767569959899,-147.5179309369829,558701280.8236969,558701280.8199767,5.824288570291575,0.9956871445602613,True
286,147,"(1, 2, 3, 0)","(-1, -1, 1, 1)",72.2697952088589,95.42594896556584,-19.211220307199724,558701280.8239933,558701280.8199779,5.824288570291575,0.9955192413289112,True
287,211,"(2, 0, 3, 1)","(-1, -1, 1, 1)",-52.73880193937233,97.3828773111072,63.11600923040395,558701280.8337245,558701280.8199784,5.824288570291575,0.9917096083156154,True
288,115,"(1, 0, 3, 2)","(-1, -1, 1, 1)",110.31696247113578,-72.52357518551084,12.108338305968916,558701281.2461158,558701280.8199778,5.824288570291575,0.9538405998053038,True
289,42,"(0, 2, 1, 3)","(1, -1, 1, -1)",-77.22615957849281,89.86008290876218,-79.77988312628331,1555169569.1589558,1555169569.1589558,4.9611663215734705,0.9999970182854844,True
290,165,"(1, 3, 0, 2)","(-1, 1, -1, 1)",-28.030556368083307,90.30286154093497,18.92620626861313,1555169569.1589608,1555169569.1589608,4.961166321573471,0.9999860294989069,True
291,325,"(3, 1, 0, 2)","(-1, 1, -1, 1)",7.842050104823981,-90.6323115062565,22.21228887032786,1555169569.1589615,1555169569.1589608,4.9611663215734705,0.9999391048784995,True
292,37,"(0, 2, 1, 3)","(-1, 1, -1, 1)",-77.22556557527962,89.86013627870831,-79.77986298472489,1555169569.1589649,1555169569.1589649,4.9611663215734705,0.9999970205597386,True
293,266,"(2, 3, 0, 1)","(1, -1, 1, -1)",-60.736537522126355,90.63188994152733,-53.053806533683506,1555169569.1589656,1555169569.1589649,4.9611663215734705,0.9999391860486743,True
294,170,"(1, 3, 0, 2)","(1, -1, 1, -1)",-28.03045465386875,90.30254510762,18.926467538153254,1555169569.158966,1555169569.1589656,4.961166321573471,0.9999860586766776,False
295,53,"(0, 2, 3, 1)","(-1, 1, -1, 1)",-40.375472447372935,89.18221992106938,46.52471366390117,1555169569.1589665,1555169569.1589644,4.9611663215734705,0.9998981431079028,True
296,202,"(2, 0, 1, 3)","(1, -1, 1, -1)",-32.79563009474824,89.25421296507095,-16.188617228202453,1555169569.158967,1555169569.1589656,4.9611663215734705,0.9999152873503243,True
297,373,"(3, 2, 1, 0)","(-1, 1, -1, 1)",50.822884383603096,89.32218687877806,34.59173229650121,1555169569.1589675,1555169569.1589665,4.961166321573471,0.9999300255299567,True
298,21,"(0, 1, 3, 2)","(-1, 1, -1, 1)",-53.956687049692746,89.22384571799797,2.3372959685662433,1555169569.1589682,1555169569.1589665,4.961166321573471,0.9999082482801226,True
299,261,"(2, 3, 0, 1)","(-1, 1, -1, 1)",23.03994870109078,91.1080050745217,42.196170215779034,1555169569.1589684,1555169569.1589615,4.961166321573471,0.9998130201944393,True
300,58,"(0, 2, 3, 1)","(1, -1, 1, -1)",-40.37548629302766,89.18221493638923,46.524708511417764,1555169569.1589687,1555169569.1589665,4.9611663215734705,0.9998981418662072,True
301,74,"(0, 3, 1, 2)","(1, -1, 1, -1)",193.3522137836294,89.52391415252968,-236.23245539436004,1555169569.1589687,1555169569.1589684,4.961166321573471,0.9999654782515496,True
302,117,"(1, 0, 3, 2)","(-1, 1, -1, 1)",-43.28143085246146,89.11934434152937,20.39021715646952,1555169569.15897,1555169569.1589673,4.961166321573471,0.9998818786371063,True
303,85,"(0, 3, 2, 1)","(-1, 1, -1, 1)",0.0,89.0309199075983,125.02041581975833,1555169569.1589706,1555169569.1589665,4.9611663215734705,0.9998569678290862,True
304,341,"(3, 1, 2, 0)","(-1, 1, -1, 1)",10.567999369439832,91.15898775871908,9.651618621375777,1555169569.1589777,1555169569.1589694,4.9611663215734705,0.9997954179016664,True
305,282,"(2, 3, 1, 0)","(1, -1, 1, -1)",27.984653586131632,91.28561264735345,82.64898666144293,1555169569.1589782,1555169569.1589656,4.9611663215734705,0.9997482747443553,True
306,293,"(3, 0, 1, 2)","(-1, 1, -1, 1)",-15.466238151681631,91.29868603164024,-7.961736925399816,1555169569.1589797,1555169569.1589665,4.961166321573471,0.999743129350106,True
307,250,"(2, 1, 3, 0)","(1, -1, 1, -1)",58.16225452121855,91.31133742813974,-50.842410363382605,1555169569.1589823,1555169569.1589684,4.961166321573471,0.9997381004840856,True
308,234,"(2, 1, 0, 3)","(1, -1, 1, -1)",-57.51339011364784,91.45023160848066,-46.61998923292689,1555169569.1589878,1555169569.1589673,4.961166321573471,0.9996796857305773,True
309,138,"(1, 2, 0, 3)","(1, -1, 1, -1)",313.0668999486108,271.57963515981163,194.40202156872903,1555169569.1589904,1555169569.1589615,4.961166321573471,0.999619976184421,True
310,330,"(3, 1, 0, 2)","(1, -1, 1, -1)",16.230629588910364,88.38495479345359,-152.73348497758735,1555169569.159,1555169569.1589684,4.9611663215734705,0.999602748679366,True
311,154,"(1, 2, 3, 0)","(1, -1, 1, -1)",96.29010703351176,88.36118834373889,-131.00887486021406,1555169569.1590023,1555169569.158969,4.961166321573471,0.9995909718297694,True
312,186,"(1, 3, 2, 0)","(1, -1, 1, -1)",-22.201657538888675,88.24907469343195,5.139084627811353,1555169569.1590085,1555169569.1589649,4.961166321573471,0.9995330975201844,True
313,229,"(2, 1, 0, 3)","(-1, 1, -1, 1)",-257.8172913681785,87.84526075587728,48.007056973844094,1555169569.1590672,1555169569.1589673,4.961166321573471,0.9992929290471213,True
314,181,"(1, 3, 2, 0)","(-1, 1, -1, 1)",35.04894835395088,87.64226313649904,75.43709995950756,1555169569.1591094,1555169569.158966,4.961166321573471,0.9991534470605264,True
315,10,"(0, 1, 2, 3)","(1, -1, 1, -1)",65.53705900345827,93.0224140461668,-9.762857152657567,1555169569.1593535,1555169569.1589665,4.9611663215734705,0.9986089845729335,True
316,5,"(0, 1, 2, 3)","(-1, 1, -1, 1)",65.53706174071358,93.02241554078238,-9.762858029346063,1555169569.1593542,1555169569.1589665,4.9611663215734705,0.9986089831975086,False
317,218,"(2, 0, 3, 1)","(1, -1, 1, -1)",41.258052434576996,86.81727851509108,-28.1452017339968,1555169569.1594408,1555169569.1589649,4.9611663215734705,0.9984575527038846,True
318,213,"(2, 0, 3, 1)","(-1, 1, -1, 1)",41.258104762719476,86.81738388369078,-28.14527631370098,1555169569.159442,1555169569.158966,4.961166321573471,0.998457654805832,True
319,378,"(3, 2, 1, 0)","(1, -1, 1, -1)",243.4984238121717,273.3846875167907,-199.00942796497748,1555169569.159574,1555169569.1589656,4.9611663215734705,0.9982556420952913,True
320,277,"(2, 3, 1, 0)","(-1, 1, -1, 1)",44.18907078859354,86.19152648763153,23.261028905573834,1555169569.159941,1555169569.1589656,4.961166321573471,0.9977916560874388,True
321,149,"(1, 2, 3, 0)","(-1, 1, -1, 1)",49.615096905953195,274.14031650010884,93.36435477230216,1555169569.1603281,1555169569.158966,4.961166321573471,0.9973902264209498,True
322,197,"(2, 0, 1, 3)","(-1, 1, -1, 1)",84.82943975364401,-1174.6981750476593,-504.7270678801236,1555169569.1612272,1555169569.1589694,4.9611663215734705,0.9966399961709144,True
323,101,"(1, 0, 2, 3)","(-1, 1, -1, 1)",-271.5127083523024,84.84772972725872,-33.93909029240047,1555169569.1622276,1555169569.1589625,4.9611663215734705,0.9959595537021487,True
324,346,"(3, 1, 2, 0)","(1, -1, 1, -1)",6.210233838108767,84.83007366588079,13.012189514112686,1555169569.1622772,1555169569.1589673,4.9611663215734705,0.9959318330642901,True
325,357,"(3, 2, 0, 1)","(-1, 1, -1, 1)",-105.16839346858598,84.81351667116307,-54.280230650774314,1555169569.1623182,1555169569.1589656,4.9611663215734705,0.9959057520731052,True
326,26,"(0, 1, 3, 2)","(1, -1, 1, -1)",43.37512818600848,-84.62482925065731,15.249986442998898,1555169569.162833,1555169569.1589656,4.961166321573471,0.9956026531637107,True
327,90,"(0, 3, 2, 1)","(1, -1, 1, -1)",-369.59849686021,-264.0769963372295,-228.59461673853238,1555169569.1646655,1555169569.1589656,4.9611663215734705,0.9946614668080807,True
328,69,"(0, 3, 1, 2)","(-1, 1, -1, 1)",-468.30170611708877,-636.5635632831466,77.55416047531665,1555169569.167558,1555169569.158966,4.961166321573471,0.993445657934677,True
329,362,"(3, 2, 0, 1)","(1, -1, 1, -1)",-549.8474138224669,-1897.3807567224158,-921.5882451619899,1555169569.172691,1555169569.1589608,4.961166321573471,0.9917143635542078,True
330,133,"(1, 2, 0, 3)","(-1, 1, -1, 1)",-855.9453240610305,-99.02954710065426,-699.9604671307234,1555169569.1896887,1555169569.1589742,4.961166321573471,0.9876075369206839,True
331,314,"(3, 0, 2, 1)","(1, -1, 1, -1)",35.599787335463596,-80.83375691661834,9.83324477954666,1555169569.1915796,1555169569.1589665,4.9611663215734705,0.9872302908338012,True
332,309,"(3, 0, 2, 1)","(-1, 1, -1, 1)",35.59978899068511,-80.8336878798349,9.83324546922229,1555169569.1915824,1555169569.1589684,4.961166321573471,0.9872300988899785,True
333,245,"(2, 1, 3, 0)","(-1, 1, -1, 1)",29.999999999999996,459.2515618712596,-1115.5931580910901,1555169569.1928089,1555169569.1589673,4.9611663215734705,0.9869919843839734,True
334,122,"(1, 0, 3, 2)","(1, -1, 1, -1)",0.3546043459126768,79.91681224478528,-36.52447934937903,1555169569.2066793,1555169569.1589673,4.961166321573471,0.9845545952782015,True
335,298,"(3, 0, 1, 2)","(1, -1, 1, -1)",21.626910024356068,102.05304201755649,9.54494691808396,1555169569.2561707,1555169569.1589718,4.961166321573471,0.9779547057320664,True
336,106,"(1, 0, 2, 3)","(1, -1, 1, -1)",37.44923748789227,257.682602321205,-277.2455532119947,1555169569.2649424,1555169569.158966,4.9611663215734705,0.976980843403557,True
337,22,"(0, 1, 3, 2)","(-1, 1, 1, -1)",-21.58749205067254,809.9154674330264,-447.2192078256042,1944408899.1796992,1944408899.1796992,5.261248420367226,0.9999989116394906,True
338,230,"(2, 1, 0, 3)","(-1, 1, 1, -1)",0.165504164618507,-269.498406565985,-48.05681277921205,1944408899.1797054,1944408899.1797051,5.261248420367225,0.9999616799866706,True
339,102,"(1, 0, 2, 3)","(-1, 1, 1, -1)",30.000530511472796,89.23778365326957,10.120193607580054,1944408899.1797068,1944408899.1797051,5.261248420367226,0.9999115139412454,True
340,246,"(2, 1, 3, 0)","(-1, 1, 1, -1)",36.717985650912865,449.54521715804924,-353.4610656697481,1944408899.1797085,1944408899.1797082,5.261248420367226,0.9999684985458502,True
341,118,"(1, 0, 3, 2)","(-1, 1, 1, -1)",43.64798304220185,90.59774437401862,22.507694255901466,1944408899.1797087,1944408899.1797082,5.2612484203672265,0.9999455808448758,True
342,105,"(1, 0, 2, 3)","(1, -1, -1, 1)",26.247654820582987,89.707781266697,-12.007504634469246,1944408899.1797094,1944408899.1797094,5.261248420367226,0.9999869941151124,True
343,73,"(0, 3, 1, 2)","(1, -1, -1, 1)",-429.0034159683617,448.76715771818726,-238.87062545174848,1944408899.1797113,1944408899.1797006,5.261248420367226,0.9997685149092899,True
344,150,"(1, 2, 3, 0)","(-1, 1, 1, -1)",-43.06789513044637,-89.70664705221529,6.013570012610151,1944408899.1797113,1944408899.1797113,5.261248420367226,0.9999868929576088,True
345,249,"(2, 1, 3, 0)","(1, -1, -1, 1)",-24.13933305527036,89.4450394836621,58.39619548843671,1944408899.1797132,1944408899.1797128,5.261248420367226,0.9999530921513399,True
346,361,"(3, 2, 0, 1)","(1, -1, -1, 1)",41.83664355020465,91.32530417747189,8.943783957614832,1944408899.1797194,1944408899.1797051,5.261248420367226,0.9997324921631651,True
347,313,"(3, 0, 2, 1)","(1, -1, -1, 1)",-326.5721018233732,88.79478400559552,25.714471307158043,1944408899.179721,1944408899.1797113,5.261248420367226,0.999778772812036,True
348,9,"(0, 1, 2, 3)","(1, -1, -1, 1)",69.8112743865794,88.63441063773496,-92.10847788477373,1944408899.1797256,1944408899.1797094,5.261248420367226,0.9997159829379381,True
349,297,"(3, 0, 1, 2)","(1, -1, -1, 1)",-56.18857633902421,91.7125612265133,-97.56854525751136,1944408899.1797526,1944408899.1797128,5.261248420367226,0.9995533322261493,True
350,169,"(1, 3, 0, 2)","(1, -1, -1, 1)",72.47435968947403,271.7787805897527,-54.35571434326454,1944408899.1797535,1944408899.179707,5.261248420367226,0.9995181247501103,True
351,345,"(3, 1, 2, 0)","(1, -1, -1, 1)",56.34365113407901,271.9190265602007,-146.20476995486547,1944408899.1797743,1944408899.1797113,5.261248420367226,0.9994391507919739,True
352,134,"(1, 2, 0, 3)","(-1, 1, 1, -1)",41.43419618575004,88.047701512843,67.33056500501719,1944408899.1797757,1944408899.1797082,5.261248420367226,0.9994195361805525,True
353,233,"(2, 1, 0, 3)","(1, -1, -1, 1)",45.40009353633631,-88.49960071385745,-11.996655654677083,1944408899.179791,1944408899.1797674,5.261248420367226,0.9996571425278515,True
354,166,"(1, 3, 0, 2)","(-1, 1, 1, -1)",109.6270976381324,-87.85234612077508,-151.1225048242684,1944408899.1798146,1944408899.1797159,5.261248420367226,0.9992975709389086,True
355,329,"(3, 1, 0, 2)","(1, -1, -1, 1)",14.32165393995148,-92.35021272806479,26.76374879913761,1944408899.179853,1944408899.1797113,5.261248420367226,0.9991588408123924,True
356,358,"(3, 2, 0, 1)","(-1, 1, 1, -1)",16.65396216234975,-87.60921985835637,-115.92618188132886,1944408899.179861,1944408899.1797094,5.261248420367226,0.9991295556628149,True
357,326,"(3, 1, 0, 2)","(-1, 1, 1, -1)",-35.433295794885794,87.43190024662391,-82.08898369056368,1944408899.1799145,1944408899.1797128,5.261248420367226,0.9989956714496608,True
358,137,"(1, 2, 0, 3)","(1, -1, -1, 1)",59.999397162651114,-87.29657080042598,20.000070922040653,1944408899.1799405,1944408899.1796927,5.261248420367226,0.998887053813043,True
359,294,"(3, 0, 1, 2)","(-1, 1, 1, -1)",-36.443631754526585,87.33830376964787,1.7563811520066368,1944408899.179941,1944408899.1797082,5.261248420367226,0.9989211436728878,True
360,25,"(0, 1, 3, 2)","(1, -1, -1, 1)",-41.96730675073154,92.67983040708275,-181.75454472497248,1944408899.1799474,1944408899.1797082,5.2612484203672265,0.9989063957555698,True
361,182,"(1, 3, 2, 0)","(-1, 1, 1, -1)",59.99995578483377,-87.29603848762906,20.000132645497956,1944408899.1799562,1944408899.1797082,5.261248420367226,0.9988866155667936,True
362,185,"(1, 3, 2, 0)","(1, -1, -1, 1)",60.00000896008733,-87.29584044167623,20.000035840349145,1944408899.1799574,1944408899.1797094,5.261248420367226,0.9988864524961127,True
363,89,"(0, 3, 2, 1)","(1, -1, -1, 1)",140.509592574691,-86.888637911957,19.651197551743138,1944408899.1801417,1944408899.179707,5.261248420367226,0.9985259265476775,True
364,262,"(2, 3, 0, 1)","(-1, 1, 1, -1)",-861.5834657712429,-273.5557630116651,29.54107992385262,1944408899.1804495,1944408899.1797082,5.2612484203672265,0.9980749103302397,True
365,54,"(0, 2, 3, 1)","(-1, 1, 1, -1)",45.00005891778202,86.37157439087427,-32.74930338035369,1944408899.1805131,1944408899.1797094,5.261248420367226,0.9979954539425059,True
366,310,"(3, 0, 2, 1)","(-1, 1, 1, -1)",46.597181621704344,85.88658428132187,-26.374925770024962,1944408899.1810308,1944408899.1797037,5.261248420367226,0.9974240145718412,True
367,41,"(0, 2, 1, 3)","(1, -1, -1, 1)",11.28404756581895,94.17346546323165,33.25983633009669,1944408899.1811178,1944408899.1797113,5.261248420367226,0.9973482879834843,True
368,201,"(2, 0, 1, 3)","(1, -1, -1, 1)",-40.29802768267844,85.76333399823838,-121.83513354768839,1944408899.1812081,1944408899.1797147,5.261248420367226,0.9972674047827708,True
369,38,"(0, 2, 1, 3)","(-1, 1, 1, -1)",-45.0,85.74666756527616,54.140953052416805,1944408899.181224,1944408899.179707,5.261248420367226,0.9972458731178354,True
370,6,"(0, 1, 2, 3)","(-1, 1, 1, -1)",-70.85405672585487,85.7194735649423,37.64699420006851,1944408899.1812599,1944408899.1797037,5.261248420367226,0.9972105595353609,True
371,121,"(1, 0, 3, 2)","(1, -1, -1, 1)",-6.624133656710038,85.62231393643916,-89.5451653418774,1944408899.1814117,1944408899.1797094,5.2612484203672265,0.9970825549662299,True
372,265,"(2, 3, 0, 1)","(1, -1, -1, 1)",65.50136818058402,94.78029055323812,65.53792524318423,1944408899.1821294,1944408899.1797094,5.261248420367226,0.9965215850281901,True
373,214,"(2, 0, 3, 1)","(-1, 1, 1, -1)",31.503842396604043,95.79248736785634,-8.180266434855726,1944408899.1849272,1944408899.1797128,5.261248420367226,0.9948939507950102,True
374,217,"(2, 0, 3, 1)","(1, -1, -1, 1)",0.0,96.02408171955615,-132.1163371102042,1944408899.1858115,1944408899.1797128,5.261248420367226,0.994477873658496,True
375,70,"(0, 3, 1, 2)","(-1, 1, 1, -1)",-58.655634194956406,83.68921919553928,-87.45378817640419,1944408899.1870522,1944408899.179707,5.261248420367226,0.9939402901934558,False
376,281,"(2, 3, 1, 0)","(1, -1, -1, 1)",76.45442343767581,-83.47707754588001,7.659061988841528,1944408899.1880805,1944408899.1796992,5.261248420367226,0.9935264866935493,True
377,278,"(2, 3, 1, 0)","(-1, 1, 1, -1)",76.45438976984592,-83.47677006537094,7.659205410003909,1944408899.188091,1944408899.1797082,5.261248420367226,0.9935258770356881,True
378,342,"(3, 1, 2, 0)","(-1, 1, 1, -1)",-441.6925871028925,-83.37688549658674,680.6633042494715,1944408899.188619,1944408899.1797082,5.261248420367226,0.9933263163386278,False
379,198,"(2, 0, 1, 3)","(-1, 1, 1, -1)",22.62359700169237,82.74814514563103,-22.5,1944408899.1925042,1944408899.179707,5.2612484203672265,0.9920008636807974,True
380,377,"(3, 2, 1, 0)","(1, -1, -1, 1)",75.11896431285597,-98.01329896452197,109.96444821699869,1944408899.1987765,1944408899.1797082,5.261248420367226,0.9902357384979315,True
381,374,"(3, 2, 1, 0)","(-1, 1, 1, -1)",690.7288583465573,998.2926334113129,712.6003674829357,1944408899.201577,1944408899.1797128,5.261248420367226,0.9895443409441316,True
382,153,"(1, 2, 3, 0)","(1, -1, -1, 1)",-19.84697975988389,80.91611112504773,50.86730741970594,1944408899.2111685,1944408899.1797094,5.261248420367226,0.9874582405248387,True
383,86,"(0, 3, 2, 1)","(-1, 1, 1, -1)",52.003057988673284,78.59730594819712,-45.548292134622486,1944408899.25763,1944408899.1797113,5.2612484203672265,0.9802618796752839,True
384,57,"(0, 2, 3, 1)","(1, -1, -1, 1)",28.24233866848785,71.07976386210781,28.24233866848785,1944408899.7635384,1944408899.1797094,5.261248420367226,0.9459708963249901,True
